ProjectID,Project-Number,Name,Address,Geometry,LocationJSON
135958,23-148,Remsen RO WTP,"206 E Nothem Ave, Remsen, IA 51050, USA","{""location"":{""lat"":42.8173294,""lng"":-95.97043230000001},""viewport"":{""east"":-95.9691228197085,""north"":42.8187733302915,""south"":42.8160753697085,""west"":-95.97182078029151}}","{""Street1"":""206 E Nothem Ave"",""Street2"":null,""City"":""Remsen"",""State"":""IA"",""Zip"":""51050-1061"",""Country"":""USA"",""GooglePlaceID"":""ChIJQRVfr8-7jYcR9sJs2lmHSN8"",""CityStateString"":""Remsen, IA"",""Address_HTML"":""<span class=\""street-address\"">206 E Nothem Ave</span>, <span class=\""locality\"">Remsen</span>, <span class=\""region\"">IA</span> <span class=\""postal-code\"">51050-1061</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""206 E Nothem Ave, Remsen, IA 51050, USA"",""Address_Vicinity"":""Remsen"",""DistanceToHME"":""{\""DistanceMeters\"":468334,\""DistanceMiles\"":291.00997924615064,\""DistanceText\"":\""291 mi\"",\""DurationDays\"":0.5672569444444445,\""DurationMinutes\"":272.28333333333336,\""DurationSeconds\"":16337,\""DurationText\"":\""4 hours 32 mins\"",\""TransitDurationText\"":\""4 hours, 34 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":42.8173294,\""lng\"":-95.97043230000001},\""viewport\"":{\""east\"":-95.9691228197085,\""north\"":42.8187733302915,\""south\"":42.8160753697085,\""west\"":-95.97182078029151}}""}"
136042,23-149,Hybar Rolling Mill Structural Package,"Osceola, AR 72370, USA","{""location"":{""lat"":35.7028603,""lng"":-89.9700561},""viewport"":{""east"":-89.93880317012709,""north"":35.73564859748048,""south"":35.65391324693177,""west"":-90.05769405359307}}","{""Street1"":null,""Street2"":null,""City"":""Osceola"",""State"":""AR"",""Zip"":""72370"",""Country"":""USA"",""GooglePlaceID"":""ChIJuUCq9gLx1YcRn4doAuupaLU"",""CityStateString"":""Osceola, AR"",""Address_HTML"":""<span class=\""locality\"">Osceola</span>, <span class=\""region\"">AR</span> <span class=\""postal-code\"">72370</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""Osceola, AR 72370, USA"",""Address_Vicinity"":""Osceola"",""DistanceToHME"":""{\""DistanceMeters\"":858150,\""DistanceMiles\"":533.2310139560317,\""DistanceText\"":\""533 mi\"",\""DurationDays\"":0.9745833333333334,\""DurationMinutes\"":467.8,\""DurationSeconds\"":28068,\""DurationText\"":\""7 hours 48 mins\"",\""TransitDurationText\"":\""7 hours, 46 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":35.7028603,\""lng\"":-89.9700561},\""viewport\"":{\""east\"":-89.93880317012709,\""north\"":35.73564859748048,\""south\"":35.65391324693177,\""west\"":-90.05769405359307}}""}"
136104,23-150,HCA MID AMERICA MARKET LAB,"Lenexa, KS, USA","{""location"":{""lat"":38.9536174,""lng"":-94.73357089999999},""viewport"":{""east"":-94.70500297288527,""north"":38.99299205712603,""south"":38.91503496942588,""west"":-94.9089620537549}}","{""Street1"":null,""Street2"":null,""City"":""Lenexa"",""State"":""KS"",""Zip"":null,""Country"":""USA"",""GooglePlaceID"":""ChIJrZknHh-UwIcRC0lffIj1YjI"",""CityStateString"":""Lenexa, KS"",""Address_HTML"":""<span class=\""locality\"">Lenexa</span>, <span class=\""region\"">KS</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""Lenexa, KS, USA"",""Address_Vicinity"":""Lenexa"",""DistanceToHME"":""{\""DistanceMeters\"":103069,\""DistanceMiles\"":64.04426659375893,\""DistanceText\"":\""64.0 mi\"",\""DurationDays\"":0.13017361111111111,\""DurationMinutes\"":62.483333333333334,\""DurationSeconds\"":3749,\""DurationText\"":\""1 hour 2 mins\"",\""TransitDurationText\"":\""1 hour, 3 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":38.9536174,\""lng\"":-94.73357089999999},\""viewport\"":{\""east\"":-94.70500297288527,\""north\"":38.99299205712603,\""south\"":38.91503496942588,\""west\"":-94.9089620537549}}""}"
136120,23-151,OREM WRF TERTIARY FILTER REUSE,"1797 1000 S, Orem, UT 84058, USA","{""location"":{""lat"":40.2785376,""lng"":-111.7367113},""viewport"":{""east"":-111.7353597697085,""north"":40.2800534302915,""south"":40.2773554697085,""west"":-111.7380577302915}}","{""Street1"":""1797 1000 S"",""Street2"":null,""City"":""Orem"",""State"":""UT"",""Zip"":""84058-4924"",""Country"":""USA"",""GooglePlaceID"":""ChIJJ89KWhWbTYcRt8D1mqloQBQ"",""CityStateString"":""Orem, UT"",""Address_HTML"":""<span class=\""street-address\"">1797 1000 S</span>, <span class=\""locality\"">Orem</span>, <span class=\""region\"">UT</span> <span class=\""postal-code\"">84058-4924</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""1797 1000 S, Orem, UT 84058, USA"",""Address_Vicinity"":""Orem"",""DistanceToHME"":""{\""DistanceMeters\"":1649771,\""DistanceMiles\"":1025.1227211154885,\""DistanceText\"":\""1,025 mi\"",\""DurationDays\"":1.8715625,\""DurationMinutes\"":898.35,\""DurationSeconds\"":53901,\""DurationText\"":\""14 hours 58 mins\"",\""TransitDurationText\"":\""1 day, 6 hours, 58 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":40.2785376,\""lng\"":-111.7367113},\""viewport\"":{\""east\"":-111.7353597697085,\""north\"":40.2800534302915,\""south\"":40.2773554697085,\""west\"":-111.7380577302915}}""}"
136122,23-152,SELECT STEEL TRANSFER PLATES,"800 Fiber Ln, Wellsville, KS 66092, USA","{""location"":{""lat"":38.714751,""lng"":-95.072575},""viewport"":{""east"":-95.07132226970849,""north"":38.71610018029149,""south"":38.71340221970849,""west"":-95.07402023029151}}","{""Street1"":""800 Fiber Ln"",""Street2"":null,""City"":""Wellsville"",""State"":""KS"",""Zip"":""66092-8855"",""Country"":""USA"",""GooglePlaceID"":""ChIJmWVZixxYv4cRytGWiYaTuf0"",""CityStateString"":""Wellsville, KS"",""Address_HTML"":""<span class=\""street-address\"">800 Fiber Ln</span>, <span class=\""locality\"">Wellsville</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66092-8855</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""800 Fiber Ln, Wellsville, KS 66092, USA"",""Address_Vicinity"":""Wellsville"",""DistanceToHME"":""{\""DistanceMeters\"":91944,\""DistanceMiles\"":57.13149489852984,\""DistanceText\"":\""57.1 mi\"",\""DurationDays\"":0.12861111111111112,\""DurationMinutes\"":61.733333333333334,\""DurationSeconds\"":3704,\""DurationText\"":\""1 hour 2 mins\"",\""TransitDurationText\"":\""1 hour, 3 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":38.714751,\""lng\"":-95.072575},\""viewport\"":{\""east\"":-95.07132226970849,\""north\"":38.71610018029149,\""south\"":38.71340221970849,\""west\"":-95.07402023029151}}""}"
136163,23-153,Stormont Vail Flint Hills Radiology Mech Improvements,"1102 St Marys Rd, Junction City, KS 66441, USA","{""location"":{""lat"":39.0140681,""lng"":-96.85110399999999},""viewport"":{""east"":-96.8494520697085,""north"":39.0154274802915,""south"":39.0127295197085,""west"":-96.85215003029151}}","{""Street1"":""1102 St Marys Rd"",""Street2"":null,""City"":""Junction City"",""State"":""KS"",""Zip"":""66441-4139"",""Country"":""USA"",""GooglePlaceID"":""ChIJBWo-M8dOvIcRJ2mIIb95wcg"",""CityStateString"":""Junction City, KS"",""Address_HTML"":""<span class=\""street-address\"">1102 St Marys Rd</span>, <span class=\""locality\"">Junction City</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66441-4139</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""1102 St Marys Rd, Junction City, KS 66441, USA"",""Address_Vicinity"":""Junction City"",""DistanceToHME"":""{\""DistanceMeters\"":108897,\""DistanceMiles\"":67.665626902954,\""DistanceText\"":\""67.7 mi\"",\""DurationDays\"":0.131875,\""DurationMinutes\"":63.3,\""DurationSeconds\"":3798,\""DurationText\"":\""1 hour 3 mins\"",\""TransitDurationText\"":\""1 hour, 3 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.0140681,\""lng\"":-96.85110399999999},\""viewport\"":{\""east\"":-96.8494520697085,\""north\"":39.0154274802915,\""south\"":39.0127295197085,\""west\"":-96.85215003029151}}""}"
136164,23-154,HME ERECTION 23-153 STORMONT VAIL FLINT HILLS RADIOLOGY MECH IMPROVEMENTS,NULL,"{""location"":{""lat"":null,""lng"":null},""viewport"":{""east"":null,""north"":null,""south"":null,""west"":null}}","{""Street1"":null,""Street2"":null,""City"":null,""State"":null,""Zip"":null,""Country"":null,""GooglePlaceID"":null,""CityStateString"":null,""Address_HTML"":null,""Address_Formatted"":null,""Address_Vicinity"":null,""DistanceToHME"":""{\""DistanceMeters\"":null,\""DistanceMiles\"":0,\""DistanceText\"":null,\""DurationDays\"":0,\""DurationMinutes\"":0,\""DurationSeconds\"":null,\""DurationText\"":null,\""TransitDurationText\"":null}"",""Geometry"":""{\""location\"":{\""lat\"":null,\""lng\"":null},\""viewport\"":{\""east\"":null,\""north\"":null,\""south\"":null,\""west\"":null}}""}"
136165,23-155,Stormont Vail Flint Hills SPD Kitchen Improvements,"1102 St Marys Rd, Junction City, KS 66441, USA","{""location"":{""lat"":39.0140681,""lng"":-96.85110399999999},""viewport"":{""east"":-96.8494520697085,""north"":39.0154274802915,""south"":39.0127295197085,""west"":-96.85215003029151}}","{""Street1"":""1102 St Marys Rd"",""Street2"":null,""City"":""Junction City"",""State"":""KS"",""Zip"":""66441-4139"",""Country"":""USA"",""GooglePlaceID"":""ChIJBWo-M8dOvIcRJ2mIIb95wcg"",""CityStateString"":""Junction City, KS"",""Address_HTML"":""<span class=\""street-address\"">1102 St Marys Rd</span>, <span class=\""locality\"">Junction City</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66441-4139</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""1102 St Marys Rd, Junction City, KS 66441, USA"",""Address_Vicinity"":""Junction City"",""DistanceToHME"":""{\""DistanceMeters\"":108897,\""DistanceMiles\"":67.665626902954,\""DistanceText\"":\""67.7 mi\"",\""DurationDays\"":0.131875,\""DurationMinutes\"":63.3,\""DurationSeconds\"":3798,\""DurationText\"":\""1 hour 3 mins\"",\""TransitDurationText\"":\""1 hour, 3 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.0140681,\""lng\"":-96.85110399999999},\""viewport\"":{\""east\"":-96.8494520697085,\""north\"":39.0154274802915,\""south\"":39.0127295197085,\""west\"":-96.85215003029151}}""}"
136170,23-158,HME ERECTION 23-155 STORMONT VAIL FLINT HILLS SPD KITCHEN IMPROVEMENTS,NULL,"{""location"":{""lat"":null,""lng"":null},""viewport"":{""east"":null,""north"":null,""south"":null,""west"":null}}","{""Street1"":null,""Street2"":null,""City"":null,""State"":null,""Zip"":null,""Country"":null,""GooglePlaceID"":null,""CityStateString"":null,""Address_HTML"":null,""Address_Formatted"":null,""Address_Vicinity"":null,""DistanceToHME"":""{\""DistanceMeters\"":null,\""DistanceMiles\"":0,\""DistanceText\"":null,\""DurationDays\"":0,\""DurationMinutes\"":0,\""DurationSeconds\"":null,\""DurationText\"":null,\""TransitDurationText\"":null}"",""Geometry"":""{\""location\"":{\""lat\"":null,\""lng\"":null},\""viewport\"":{\""east\"":null,\""north\"":null,\""south\"":null,\""west\"":null}}""}"
136200,23-159,AIT Barracks Bldgs.1012 & 1013 Renovation,"Big Piney Rd, FT LEONARD WD, MO 65473, USA","{""location"":{""lat"":37.72837639999999,""lng"":-92.11819729999999},""viewport"":{""east"":-92.1168483197085,""north"":37.72972538029149,""south"":37.7270274197085,""west"":-92.1195462802915}}","{""Street1"":""Big Piney Rd"",""Street2"":null,""City"":""FT LEONARD WD"",""State"":""MO"",""Zip"":""65473"",""Country"":""USA"",""GooglePlaceID"":""EipCaWcgUGluZXkgUmQsIEZUIExFT05BUkQgV0QsIE1PIDY1NDczLCBVU0EiLiosChQKEgmRNzp-uunahxH-MDZJ3w5W6hIUChIJuTeInh3C2ocRvtZ1vM3CxWc"",""CityStateString"":""FT LEONARD WD, MO"",""Address_HTML"":""<span class=\""street-address\"">Big Piney Rd</span>, <span class=\""locality\"">FT LEONARD WD</span>, <span class=\""region\"">MO</span> <span class=\""postal-code\"">65473</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""Big Piney Rd, FT LEONARD WD, MO 65473, USA"",""Address_Vicinity"":""FT LEONARD WD"",""DistanceToHME"":""{\""DistanceMeters\"":432437,\""DistanceMiles\"":268.7045621186325,\""DistanceText\"":\""269 mi\"",\""DurationDays\"":0.5667708333333333,\""DurationMinutes\"":272.05,\""DurationSeconds\"":16323,\""DurationText\"":\""4 hours 32 mins\"",\""TransitDurationText\"":\""4 hours, 34 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":37.72837639999999,\""lng\"":-92.11819729999999},\""viewport\"":{\""east\"":-92.1168483197085,\""north\"":37.72972538029149,\""south\"":37.7270274197085,\""west\"":-92.1195462802915}}""}"
136201,23-160,HME ERECTION 23-159 AIT BARRACKS BLDGS 1012 & 1013 RENOVATION,NULL,"{""location"":{""lat"":null,""lng"":null},""viewport"":{""east"":null,""north"":null,""south"":null,""west"":null}}","{""Street1"":null,""Street2"":null,""City"":null,""State"":null,""Zip"":null,""Country"":null,""GooglePlaceID"":null,""CityStateString"":null,""Address_HTML"":null,""Address_Formatted"":null,""Address_Vicinity"":null,""DistanceToHME"":""{\""DistanceMeters\"":null,\""DistanceMiles\"":0,\""DistanceText\"":null,\""DurationDays\"":0,\""DurationMinutes\"":0,\""DurationSeconds\"":null,\""DurationText\"":null,\""TransitDurationText\"":null}"",""Geometry"":""{\""location\"":{\""lat\"":null,\""lng\"":null},\""viewport\"":{\""east\"":null,\""north\"":null,\""south\"":null,\""west\"":null}}""}"
136309,23-161,Coffey County Law Enforcement Center,"Burlington, KS 66839, USA","{""location"":{""lat"":38.1944667,""lng"":-95.74276410000002},""viewport"":{""east"":-95.72987596842061,""north"":38.21022295612121,""south"":38.16501699516355,""west"":-95.76727895894668}}","{""Street1"":null,""Street2"":null,""City"":""Burlington"",""State"":""KS"",""Zip"":""66839"",""Country"":""USA"",""GooglePlaceID"":""ChIJ-S7zt_AfuYcRpjg9dpZYrjI"",""CityStateString"":""Burlington, KS"",""Address_HTML"":""<span class=\""locality\"">Burlington</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66839</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""Burlington, KS 66839, USA"",""Address_Vicinity"":""Burlington"",""DistanceToHME"":""{\""DistanceMeters\"":112032,\""DistanceMiles\"":69.61363043235116,\""DistanceText\"":\""69.6 mi\"",\""DurationDays\"":0.14572916666666666,\""DurationMinutes\"":69.95,\""DurationSeconds\"":4197,\""DurationText\"":\""1 hour 10 mins\"",\""TransitDurationText\"":\""1 hour, 12 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":38.1944667,\""lng\"":-95.74276410000002},\""viewport\"":{\""east\"":-95.72987596842061,\""north\"":38.21022295612121,\""south\"":38.16501699516355,\""west\"":-95.76727895894668}}""}"
136310,23-162,HME ERECTION COFFEY COUNTY LAW ENFORCEMENT CENTER,NULL,"{""location"":{""lat"":null,""lng"":null},""viewport"":{""east"":null,""north"":null,""south"":null,""west"":null}}","{""Street1"":null,""Street2"":null,""City"":null,""State"":null,""Zip"":null,""Country"":null,""GooglePlaceID"":null,""CityStateString"":null,""Address_HTML"":null,""Address_Formatted"":null,""Address_Vicinity"":null,""DistanceToHME"":""{\""DistanceMeters\"":null,\""DistanceMiles\"":0,\""DistanceText\"":null,\""DurationDays\"":0,\""DurationMinutes\"":0,\""DurationSeconds\"":null,\""DurationText\"":null,\""TransitDurationText\"":null}"",""Geometry"":""{\""location\"":{\""lat\"":null,\""lng\"":null},\""viewport\"":{\""east\"":null,\""north\"":null,\""south\"":null,\""west\"":null}}""}"
136370,23-163,MARSHALL NSPS,"Marshall, MO 65340, USA","{""location"":{""lat"":39.1230777,""lng"":-93.1968704},""viewport"":{""east"":-93.16124083331464,""north"":39.1377090768415,""south"":39.07914905470893,""west"":-93.25922703944713}}","{""Street1"":null,""Street2"":null,""City"":""Marshall"",""State"":""MO"",""Zip"":""65340"",""Country"":""USA"",""GooglePlaceID"":""ChIJp-HowEamw4cR-UkI7lq_Gx0"",""CityStateString"":""Marshall, MO"",""Address_HTML"":""<span class=\""locality\"">Marshall</span>, <span class=\""region\"">MO</span> <span class=\""postal-code\"">65340</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""Marshall, MO 65340, USA"",""Address_Vicinity"":""Marshall"",""DistanceToHME"":""{\""DistanceMeters\"":250539,\""DistanceMiles\"":155.67810406750596,\""DistanceText\"":\""156 mi\"",\""DurationDays\"":0.2997916666666667,\""DurationMinutes\"":143.9,\""DurationSeconds\"":8634,\""DurationText\"":\""2 hours 24 mins\"",\""TransitDurationText\"":\""2 hours, 24 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.1230777,\""lng\"":-93.1968704},\""viewport\"":{\""east\"":-93.16124083331464,\""north\"":39.1377090768415,\""south\"":39.07914905470893,\""west\"":-93.25922703944713}}""}"
136378,23-164,Boeing STL Expansion,"St. Louis, MO, USA","{""location"":{""lat"":38.6270025,""lng"":-90.19940419999999},""viewport"":{""east"":-90.16640896562501,""north"":38.77434901240903,""south"":38.53185192701228,""west"":-90.32051502031277}}","{""Street1"":null,""Street2"":null,""City"":""St. Louis"",""State"":""MO"",""Zip"":null,""Country"":""USA"",""GooglePlaceID"":""ChIJ-Y7t-qm02IcRW-C7IsrqOb4"",""CityStateString"":""St. Louis, MO"",""Address_HTML"":""<span class=\""locality\"">St. Louis</span>, <span class=\""region\"">MO</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""St. Louis, MO, USA"",""Address_Vicinity"":""St. Louis"",""DistanceToHME"":""{\""DistanceMeters\"":508231,\""DistanceMiles\"":315.800887320268,\""DistanceText\"":\""316 mi\"",\""DurationDays\"":0.5875694444444445,\""DurationMinutes\"":282.03333333333336,\""DurationSeconds\"":16922,\""DurationText\"":\""4 hours 42 mins\"",\""TransitDurationText\"":\""4 hours, 44 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":38.6270025,\""lng\"":-90.19940419999999},\""viewport\"":{\""east\"":-90.16640896562501,\""north\"":38.77434901240903,\""south\"":38.53185192701228,\""west\"":-90.32051502031277}}""}"
136402,23-165,Evergy 800 Bldg 2nd Floor Remodel,"Topeka, KS, USA","{""location"":{""lat"":39.0473451,""lng"":-95.67515759999999},""viewport"":{""east"":-95.60379898948277,""north"":39.10926503429702,""south"":38.91684399033684,""west"":-95.81226304754878}}","{""Street1"":null,""Street2"":null,""City"":""Topeka"",""State"":""KS"",""Zip"":null,""Country"":""USA"",""GooglePlaceID"":""ChIJKXrs2uQCv4cR8KfjatDnK74"",""CityStateString"":""Topeka, KS"",""Address_HTML"":""<span class=\""locality\"">Topeka</span>, <span class=\""region\"">KS</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""Topeka, KS, USA"",""Address_Vicinity"":""Topeka"",""DistanceToHME"":""{\""DistanceMeters\"":8573,\""DistanceMiles\"":5.327028471298793,\""DistanceText\"":\""5.3 mi\"",\""DurationDays\"":0.02621527777777778,\""DurationMinutes\"":12.583333333333334,\""DurationSeconds\"":755,\""DurationText\"":\""13 mins\"",\""TransitDurationText\"":\""15 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.0473451,\""lng\"":-95.67515759999999},\""viewport\"":{\""east\"":-95.60379898948277,\""north\"":39.10926503429702,\""south\"":38.91684399033684,\""west\"":-95.81226304754878}}""}"
136403,23-166,HME ERECTION 23-165 EVERGY 800 BLDG 2ND FLOOR REMODEL,"Topeka, KS, USA","{""location"":{""lat"":39.0473451,""lng"":-95.67515759999999},""viewport"":{""east"":-95.60379898948277,""north"":39.10926503429702,""south"":38.91684399033684,""west"":-95.81226304754878}}","{""Street1"":null,""Street2"":null,""City"":""Topeka"",""State"":""KS"",""Zip"":null,""Country"":""USA"",""GooglePlaceID"":""ChIJKXrs2uQCv4cR8KfjatDnK74"",""CityStateString"":""Topeka, KS"",""Address_HTML"":""<span class=\""locality\"">Topeka</span>, <span class=\""region\"">KS</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""Topeka, KS, USA"",""Address_Vicinity"":""Topeka"",""DistanceToHME"":""{\""DistanceMeters\"":8573,\""DistanceMiles\"":5.327028471298793,\""DistanceText\"":\""5.3 mi\"",\""DurationDays\"":0.02666666666666667,\""DurationMinutes\"":12.8,\""DurationSeconds\"":768,\""DurationText\"":\""13 mins\"",\""TransitDurationText\"":\""15 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.0473451,\""lng\"":-95.67515759999999},\""viewport\"":{\""east\"":-95.60379898948277,\""north\"":39.10926503429702,\""south\"":38.91684399033684,\""west\"":-95.81226304754878}}""}"
